0.128171997806  1.23657089449e-13	0.00204237458876  1.64129340072e-15
0.193950626671  2.67001049409e-13	0.00309053333154  3.54388949582e-15
0.275367448269  5.04858914082e-13	0.00438788103913  6.70096318515e-15
0.473329829418  1.3126701804e-12	0.00754234023233  1.74229954305e-14
0.650949019869  2.54882523128e-12	0.0103726380139  3.38304099695e-14
0.867145090993  3.79534028707e-12	0.013817644485  5.0375332255e-14
0.954128131249  1.42147017604e-12	0.0152036878807  1.88670914839e-14
0.954128131249  5.04858914082e-13	0.0152036878807  6.70096318515e-15
0.985019914617  1.41206896416e-13	0.0156959373146  1.8742309742e-15
