Gamma_Counts "Np Column Density (cm^-2)" "Gamma error" "Np Error"
6.65803 8.93212 2.580315872136588 1.1411991266671435
9.20547 3.8606968 3.034051746427539 1.1411991266671435
15.3711 10.528440000000002 3.9205994439626193 1.1411991266671435
7.92601 7.617816 2.8153170336571334 1.1411991266671435
7.11048 6.879560000000001 2.666548330707696 1.1411991266671435
10.1294 7.895160000000001 3.1826718335386075 1.1411991266671435
3.54155 6.771648 1.881900634996439 1.1411991266671435
2.45532 10.251320000000002 1.566946074375248 1.1411991266671435
5.51937 9.528759999999998 2.3493339481648836 1.1411991266671435
