Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
23.7725 3.98e+21 4.875705077217038 8.316758593101941e+18
25.0499 3.56e+21 5.004987512471934 8.316758593101941e+18
20.7739 3.68e+21 4.557839400417702 8.316758593101941e+18
19.0728 5.12e+21 4.367241692418683 8.316758593101941e+18
20.5328 3.66e+21 4.531313275420273 8.316758593101941e+18
23.9115 4.17e+21 4.889938649921898 8.316758593101941e+18
15.4426 5.81e+21 3.9297073682400323 8.316758593101941e+18
16.558 5.17e+21 4.069152245861538 8.316758593101941e+18
20.4447 4.84e+21 4.521581581703464 8.316758593101941e+18
