Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
3.00597 4.3899999999999995e+21 1.7337733415876482 8.316758593101941e+18
1.78336 4.2e+21 1.3354250259748768 8.316758593101941e+18
3.35041 4.5999999999999995e+21 1.8304125218103158 8.316758593101941e+18
13.2854 4.79e+21 3.6449142651096746 8.316758593101941e+18
9.11924 4.9e+21 3.019807940912799 8.316758593101941e+18
13.0415 4.67e+21 3.6113017043719844 8.316758593101941e+18
15.9158 4.86e+21 3.9894611164918 8.316758593101941e+18
23.4715 4.6100000000000005e+21 4.844739415076934 8.316758593101941e+18
30.299 4.6100000000000005e+21 5.5044527430072465 8.316758593101941e+18
