Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
6.94637 3.58e+21 2.635596706630208 8.316758593101941e+18
9.3366 3.6e+21 3.055585050362696 8.316758593101941e+18
6.9692 4.22e+21 2.6399242413372397 8.316758593101941e+18
9.60704 3.79e+21 3.0995225438767178 8.316758593101941e+18
14.439 3.98e+21 3.799868418774524 8.316758593101941e+18
14.9464 4.1500000000000005e+21 3.8660574232672746 8.316758593101941e+18
6.42947 3.87e+21 2.5356399586692113 8.316758593101941e+18
14.1323 3.97e+21 3.759295146699711 8.316758593101941e+18
19.6265 4.0999999999999995e+21 4.430180583226829 8.316758593101941e+18
