Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
32.579 4.4800000000000005e+21 5.707801678404743 8.316758593101941e+18
19.5631 4.37e+21 4.423019330728727 8.316758593101941e+18
7.1405 4.47e+21 2.6721714016881477 8.316758593101941e+18
36.0457 4.5599999999999995e+21 6.003807125482963 8.316758593101941e+18
24.3143 4.28e+21 4.930953254696297 8.316758593101941e+18
12.9586 4.5199999999999995e+21 3.5998055503040716 8.316758593101941e+18
29.2437 5.17e+21 5.407744446624674 8.316758593101941e+18
26.1569 4.74e+21 5.11438168305808 8.316758593101941e+18
16.4408 4.7e+21 4.054725638067266 8.316758593101941e+18
