Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
6.65803 3.53e+21 2.580315872136588 8.316758593101941e+18
9.20547 3.7e+21 3.034051746427539 8.316758593101941e+18
15.3711 3.7e+21 3.9205994439626193 8.316758593101941e+18
7.92601 3.69e+21 2.8153170336571334 8.316758593101941e+18
7.11048 3.4e+21 2.666548330707696 8.316758593101941e+18
10.1294 3.78e+21 3.1826718335386075 8.316758593101941e+18
3.54155 3.75e+21 1.881900634996439 8.316758593101941e+18
2.45532 3.46e+21 1.566946074375248 8.316758593101941e+18
5.51937 3.55e+21 2.3493339481648836 8.316758593101941e+18
