Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
15.5085 4.87e+21 3.9380832901298573 8.316758593101941e+18
13.1768 3.67e+21 3.6299862258691835 8.316758593101941e+18
14.3856 3.97e+21 3.792835351026986 8.316758593101941e+18
18.4059 3.57e+21 4.290209785080445 8.316758593101941e+18
17.1428 3.86e+21 4.140386455392782 8.316758593101941e+18
10.8174 3.96e+21 3.2889816052997314 8.316758593101941e+18
12.6639 3.52e+21 3.558637379672169 8.316758593101941e+18
16.9222 3.8e+21 4.113660170699569 8.316758593101941e+18
15.9867 4e+21 3.9983371543680506 8.316758593101941e+18
