Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
0.872869 3.52e+21 0.9342745849053157 8.316758593101941e+18
2.33149 3.46e+21 1.526921739972288 8.316758593101941e+18
7.72616 3.79e+21 2.779597093105402 8.316758593101941e+18
1.10266 3.53e+21 1.0500761877121108 8.316758593101941e+18
3.17729 3.78e+21 1.7824954417894032 8.316758593101941e+18
10.2363 4.13e+21 3.1994218227673574 8.316758593101941e+18
2.70967 3.44e+21 1.6461075299019807 8.316758593101941e+18
6.11176 4.2300000000000005e+21 2.4721974031213607 8.316758593101941e+18
12.0365 5.349999999999999e+21 3.469365936305941 8.316758593101941e+18
