Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
23.9385 5.01e+21 4.892698641854002 8.316758593101941e+18
24.5946 5.02e+21 4.959294304636497 8.316758593101941e+18
17.2822 4.99e+21 4.157186548616744 8.316758593101941e+18
21.6869 5.09e+21 4.65691958272848 8.316758593101941e+18
19.0273 4.99e+21 4.362029344238757 8.316758593101941e+18
17.5154 4.74e+21 4.185140379963377 8.316758593101941e+18
23.0911 5.15e+21 4.8053199685348735 8.316758593101941e+18
23.7222 4.74e+21 4.870544117447249 8.316758593101941e+18
17.2653 4.83e+21 4.155153426770184 8.316758593101941e+18
