Gamma_Counts "HI Column Density (cm^-2)" "Gamma error" "HI Error"
23.7488 4.6100000000000005e+21 4.873274053447025 8.316758593101941e+18
26.7295 4.75e+21 5.170058026753665 8.316758593101941e+18
31.6035 4.77e+21 5.62169903143169 8.316758593101941e+18
21.5755 4.62e+21 4.644943487277321 8.316758593101941e+18
19.0763 4.51e+21 4.367642384628119 8.316758593101941e+18
25.2271 4.4800000000000005e+21 5.02265865851941 8.316758593101941e+18
15.6388 4.3499999999999995e+21 3.9545922672255354 8.316758593101941e+18
17.9606 4.26e+21 4.2379948088689305 8.316758593101941e+18
16.0619 4.42e+21 4.007730030827925 8.316758593101941e+18
