618005.384481  1.69502386492e+45
6466908.14698  5.4721449089e+45
59347033.423  1.65720684967e+46
1080883852.4  6.90890244639e+46
10669625858.6  1.69077590548e+47
29614127673.9  2.00502486394e+47
153883522209  1.22821059551e+47
788046281567  1.84351972979e+46
2.60557928458e+12  3.01328074423e+45
1.02626537435e+13  3.89614443447e+44
4.10155583211e+13  4.93146875921e+43
1.29807711262e+14  9.35723617095e+42
3.93234536744e+14  1.70141582379e+42
1.20874970981e+15  3.16029452138e+41
3.50499046021e+15  5.16558324463e+40
