99566.2960193  1.00688938816e-13
780855.798124  2.63833799435e-13
4036746.32721  6.212886735e-13
20393357.93  1.38665181049e-12
118358784.524  3.44485821894e-12
463588478.945  6.66563433879e-12
886485935.443  7.96480176594e-12
1735128439.17  9.01976853209e-12
3725633498.6  1.05852653293e-11
6203004551.89  1.0207119749e-11
12146124212  9.84057574713e-12
22715655662.2  8.0771608415e-12
34483886908.8  6.87288678641e-12
70776378067.7  4.97691500639e-12
126423506905  3.47791825672e-12
191936620661  2.85539241803e-12
335022880972  1.92532009726e-12
520789005632  1.32180447006e-12
688483677367  8.44982270048e-13
953386343769  5.3056294656e-13
1.20347059051e+12  3.21469890434e-13
1.41708744304e+12  1.98310984841e-13
1.78872537063e+12  1.22325548192e-13
2.05845119221e+12  6.90081833748e-14
2.26036788491e+12  4.82516566875e-14
2.66206372359e+12  2.77109008028e-14
