"Nanten Brightness Temp" "Mopra Brightness Temp" "Nanten error" "Mopra Error"
5.124999999999999 -7.55373 1.176696810829104 2.8322059201851038
10.674999999999999 11.7412 1.176696810829104 2.8322059201851038
13.225000000000001 15.0893 1.176696810829104 2.8322059201851038
5.174999999999999 -4.23474 1.176696810829104 2.8322059201851038
4.9 -6.42535 1.176696810829104 2.8322059201851038
10.049999999999999 7.78606 1.176696810829104 2.8322059201851038
6.625 8.86729 1.176696810829104 2.8322059201851038
11.35 8.80338 1.176696810829104 2.8322059201851038
3.9 21.2884 1.176696810829104 2.8322059201851038
9.525 10.5846 1.176696810829104 2.8322059201851038
10.900000000000002 14.8317 1.176696810829104 2.8322059201851038
8.675 12.4439 1.176696810829104 2.8322059201851038
5.0 11.8071 1.176696810829104 2.8322059201851038
6.85 8.57262 1.176696810829104 2.8322059201851038
11.35 7.67371 1.176696810829104 2.8322059201851038
2.675 12.55 1.176696810829104 2.8322059201851038
2.975 -0.8787 1.176696810829104 2.8322059201851038
7.7 9.68678 1.176696810829104 2.8322059201851038
27.225000000000005 31.0983 1.176696810829104 2.8322059201851038
14.724999999999998 25.4156 1.176696810829104 2.8322059201851038
14.05 13.0115 1.176696810829104 2.8322059201851038
12.975000000000001 18.0082 1.176696810829104 2.8322059201851038
8.825 17.6725 1.176696810829104 2.8322059201851038
11.45 16.1628 1.176696810829104 2.8322059201851038
9.0 13.7447 1.176696810829104 2.8322059201851038
4.2 2.68556 1.176696810829104 2.8322059201851038
12.9 15.3493 1.176696810829104 2.8322059201851038
9.8 3.77026 1.176696810829104 2.8322059201851038
5.05 -6.54765 1.176696810829104 2.8322059201851038
5.3 1.33695 1.176696810829104 2.8322059201851038
8.625 12.2946 1.176696810829104 2.8322059201851038
5.799999999999999 7.31196 1.176696810829104 2.8322059201851038
3.5 8.61363 1.176696810829104 2.8322059201851038
15.25 14.4957 1.176696810829104 2.8322059201851038
10.149999999999999 7.95979 1.176696810829104 2.8322059201851038
5.875 18.5603 1.176696810829104 2.8322059201851038
0.5 8.88307 1.176696810829104 2.8322059201851038
1.6 -6.03717 1.176696810829104 2.8322059201851038
1.925 -10.2511 1.176696810829104 2.8322059201851038
0.775 4.2765 1.176696810829104 2.8322059201851038
0.17500000000000002 -7.9079 1.176696810829104 2.8322059201851038
3.8 0.936462 1.176696810829104 2.8322059201851038
3.375 7.64976 1.176696810829104 2.8322059201851038
1.95 4.138 1.176696810829104 2.8322059201851038
5.6499999999999995 5.739 1.176696810829104 2.8322059201851038
4.0 -10.3659 1.176696810829104 2.8322059201851038
10.175 10.5884 1.176696810829104 2.8322059201851038
5.450000000000001 3.84936 1.176696810829104 2.8322059201851038
3.4 -4.16292 1.176696810829104 2.8322059201851038
5.825 -2.25408 1.176696810829104 2.8322059201851038
9.875 5.60222 1.176696810829104 2.8322059201851038
7.575 1.68846 1.176696810829104 2.8322059201851038
0.4 -3.31485 1.176696810829104 2.8322059201851038
1.925 7.30458 1.176696810829104 2.8322059201851038
1.675 2.0092 1.176696810829104 2.8322059201851038
2.7500000000000004 2.02573 1.176696810829104 2.8322059201851038
8.15 14.3799 1.176696810829104 2.8322059201851038
2.55 -9.52825 1.176696810829104 2.8322059201851038
3.45 12.2141 1.176696810829104 2.8322059201851038
3.725 12.2991 1.176696810829104 2.8322059201851038
1.2 -2.34189 1.176696810829104 2.8322059201851038
0.825 0.0650816 1.176696810829104 2.8322059201851038
2.625 0.0428372 1.176696810829104 2.8322059201851038
10.1 15.065 1.176696810829104 2.8322059201851038
2.925 6.77235 1.176696810829104 2.8322059201851038
9.725 19.6706 1.176696810829104 2.8322059201851038
5.799999999999999 13.475 1.176696810829104 2.8322059201851038
7.55 4.04696 1.176696810829104 2.8322059201851038
6.075 17.7652 1.176696810829104 2.8322059201851038
3.825 13.2546 1.176696810829104 2.8322059201851038
7.525 5.55235 1.176696810829104 2.8322059201851038
4.15 8.65831 1.176696810829104 2.8322059201851038
19.8 19.8316 1.176696810829104 2.8322059201851038
26.724999999999998 32.758 1.176696810829104 2.8322059201851038
14.524999999999999 19.2954 1.176696810829104 2.8322059201851038
11.425 23.0171 1.176696810829104 2.8322059201851038
20.275 24.0308 1.176696810829104 2.8322059201851038
17.55 21.7173 1.176696810829104 2.8322059201851038
3.225 2.0216 1.176696810829104 2.8322059201851038
12.825 23.6912 1.176696810829104 2.8322059201851038
11.15 2.54622 1.176696810829104 2.8322059201851038
18.45 27.0024 1.176696810829104 2.8322059201851038
25.924999999999997 32.9536 1.176696810829104 2.8322059201851038
14.274999999999999 10.4798 1.176696810829104 2.8322059201851038
16.674999999999997 14.088 1.176696810829104 2.8322059201851038
17.0 11.1537 1.176696810829104 2.8322059201851038
17.775000000000002 24.5144 1.176696810829104 2.8322059201851038
12.65 17.8096 1.176696810829104 2.8322059201851038
8.75 10.6324 1.176696810829104 2.8322059201851038
9.1 8.96786 1.176696810829104 2.8322059201851038
5.35 -0.227374 1.176696810829104 2.8322059201851038
5.375 9.42287 1.176696810829104 2.8322059201851038
8.375 2.67446 1.176696810829104 2.8322059201851038
5.05 5.8013 1.176696810829104 2.8322059201851038
9.1 7.3384 1.176696810829104 2.8322059201851038
3.325 -8.35218 1.176696810829104 2.8322059201851038
1.25 2.49364 1.176696810829104 2.8322059201851038
3.075 -2.86836 1.176696810829104 2.8322059201851038
1.125 1.33593 1.176696810829104 2.8322059201851038
10.6 14.577 1.176696810829104 2.8322059201851038
3.55 -8.16489 1.176696810829104 2.8322059201851038
2.075 -2.10488 1.176696810829104 2.8322059201851038
1.85 -4.32758 1.176696810829104 2.8322059201851038
1.25 0.276973 1.176696810829104 2.8322059201851038
2.65 7.02189 1.176696810829104 2.8322059201851038
0.075 8.76069 1.176696810829104 2.8322059201851038
0.85 -8.69416 1.176696810829104 2.8322059201851038
3.45 -4.06381 1.176696810829104 2.8322059201851038
0.025 -1.04569 1.176696810829104 2.8322059201851038
0.075 6.82353 1.176696810829104 2.8322059201851038
1.1 -0.421655 1.176696810829104 2.8322059201851038
0.575 -0.26299 1.176696810829104 2.8322059201851038
0.7000000000000001 -4.67986 1.176696810829104 2.8322059201851038
1.25 3.26469 1.176696810829104 2.8322059201851038
2.4 -6.59776 1.176696810829104 2.8322059201851038
0.8 0.568174 1.176696810829104 2.8322059201851038
1.325 18.0312 1.176696810829104 2.8322059201851038
3.2 4.41026 1.176696810829104 2.8322059201851038
4.825 8.08835 1.176696810829104 2.8322059201851038
1.8 4.12799 1.176696810829104 2.8322059201851038
1.05 -1.73197 1.176696810829104 2.8322059201851038
2.8249999999999997 2.64476 1.176696810829104 2.8322059201851038
1.525 -2.34708 1.176696810829104 2.8322059201851038
0.95 7.53177 1.176696810829104 2.8322059201851038
0.525 8.38583 1.176696810829104 2.8322059201851038
0.35000000000000003 7.89029 1.176696810829104 2.8322059201851038
2.925 3.48369 1.176696810829104 2.8322059201851038
8.725 4.64145 1.176696810829104 2.8322059201851038
8.775 8.50441 1.176696810829104 2.8322059201851038
5.699999999999999 5.16387 1.176696810829104 2.8322059201851038
5.825 9.89604 1.176696810829104 2.8322059201851038
12.55 11.204 1.176696810829104 2.8322059201851038
2.625 11.783 1.176696810829104 2.8322059201851038
7.025 7.12358 1.176696810829104 2.8322059201851038
8.325 8.24531 1.176696810829104 2.8322059201851038
11.55 20.2368 1.176696810829104 2.8322059201851038
12.9 21.0972 1.176696810829104 2.8322059201851038
5.0249999999999995 11.504 1.176696810829104 2.8322059201851038
9.4 14.3433 1.176696810829104 2.8322059201851038
13.3 17.3553 1.176696810829104 2.8322059201851038
10.425 7.88959 1.176696810829104 2.8322059201851038
14.65 16.671 1.176696810829104 2.8322059201851038
21.05 23.7598 1.176696810829104 2.8322059201851038
23.35 15.8003 1.176696810829104 2.8322059201851038
0.025 4.37999 1.176696810829104 2.8322059201851038
0.475 -3.26171 1.176696810829104 2.8322059201851038
0.7249999999999999 2.06799 1.176696810829104 2.8322059201851038
0.7000000000000001 -1.08406 1.176696810829104 2.8322059201851038
0.275 -7.69731 1.176696810829104 2.8322059201851038
0.75 2.90465 1.176696810829104 2.8322059201851038
0.0 -1.43534 1.176696810829104 2.8322059201851038
0.55 4.87989 1.176696810829104 2.8322059201851038
0.025 3.40489 1.176696810829104 2.8322059201851038
1.275 9.58962 1.176696810829104 2.8322059201851038
0.0 -1.45041 1.176696810829104 2.8322059201851038
2.7750000000000004 -0.307432 1.176696810829104 2.8322059201851038
1.0 -0.523374 1.176696810829104 2.8322059201851038
0.275 0.468496 1.176696810829104 2.8322059201851038
0.0 1.79499 1.176696810829104 2.8322059201851038
0.7249999999999999 3.44946 1.176696810829104 2.8322059201851038
1.6 6.05484 1.176696810829104 2.8322059201851038
0.475 -2.49439 1.176696810829104 2.8322059201851038
0.25 -2.79878 1.176696810829104 2.8322059201851038
0.15 5.66711 1.176696810829104 2.8322059201851038
1.3750000000000002 -1.39218 1.176696810829104 2.8322059201851038
0.425 5.4404 1.176696810829104 2.8322059201851038
4.375 8.63365 1.176696810829104 2.8322059201851038
3.075 2.27082 1.176696810829104 2.8322059201851038
2.3 3.06613 1.176696810829104 2.8322059201851038
6.475 6.09703 1.176696810829104 2.8322059201851038
2.25 4.07202 1.176696810829104 2.8322059201851038
1.475 9.26491 1.176696810829104 2.8322059201851038
0.625 0.269844 1.176696810829104 2.8322059201851038
1.3 3.3479 1.176696810829104 2.8322059201851038
1.1 0.333666 1.176696810829104 2.8322059201851038
1.4499999999999997 10.4612 1.176696810829104 2.8322059201851038
4.125 7.40422 1.176696810829104 2.8322059201851038
0.7249999999999999 3.15124 1.176696810829104 2.8322059201851038
1.625 7.4351 1.176696810829104 2.8322059201851038
4.125 5.9122 1.176696810829104 2.8322059201851038
2.7250000000000005 16.3079 1.176696810829104 2.8322059201851038
7.825 13.4874 1.176696810829104 2.8322059201851038
4.825 -6.85773 1.176696810829104 2.8322059201851038
10.85 6.50309 1.176696810829104 2.8322059201851038
34.3 48.6222 1.176696810829104 2.8322059201851038
13.35 14.1139 1.176696810829104 2.8322059201851038
13.225000000000001 11.4789 1.176696810829104 2.8322059201851038
33.075 34.9246 1.176696810829104 2.8322059201851038
24.049999999999997 29.0558 1.176696810829104 2.8322059201851038
19.325000000000003 27.2455 1.176696810829104 2.8322059201851038
26.6 33.2901 1.176696810829104 2.8322059201851038
22.1 22.656 1.176696810829104 2.8322059201851038
15.95 18.7446 1.176696810829104 2.8322059201851038
11.95 12.3684 1.176696810829104 2.8322059201851038
16.5 13.6523 1.176696810829104 2.8322059201851038
30.7 40.935 1.176696810829104 2.8322059201851038
14.225000000000001 18.8953 1.176696810829104 2.8322059201851038
10.774999999999999 17.5122 1.176696810829104 2.8322059201851038
0.225 2.31212 1.176696810829104 2.8322059201851038
0.25 -1.89579 1.176696810829104 2.8322059201851038
