"Nanten Column Density" "Mopra Brightness Temp" "Nanten error" "Mopra Error"
0.5 0.276973 0.665640235470275 3.1333333333333333
1.06 7.02189 0.665640235470275 3.1333333333333333
0.03 8.76069 0.665640235470275 3.1333333333333333
0.34 -8.69416 0.665640235470275 3.1333333333333333
1.38 -4.06381 0.665640235470275 3.1333333333333333
0.01 -1.04569 0.665640235470275 3.1333333333333333
0.03 6.82353 0.665640235470275 3.1333333333333333
0.44 -0.421655 0.665640235470275 3.1333333333333333
0.23 -0.26299 0.665640235470275 3.1333333333333333
0.28 -4.67986 0.665640235470275 3.1333333333333333
0.5 3.26469 0.665640235470275 3.1333333333333333
0.96 -6.59776 0.665640235470275 3.1333333333333333
0.32 0.568174 0.665640235470275 3.1333333333333333
0.53 18.0312 0.665640235470275 3.1333333333333333
1.28 4.41026 0.665640235470275 3.1333333333333333
1.93 8.08835 0.665640235470275 3.1333333333333333
0.72 4.12799 0.665640235470275 3.1333333333333333
0.42 -1.73197 0.665640235470275 3.1333333333333333
1.13 2.64476 0.665640235470275 3.1333333333333333
0.61 -2.34708 0.665640235470275 3.1333333333333333
0.38 7.53177 0.665640235470275 3.1333333333333333
0.21 8.38583 0.665640235470275 3.1333333333333333
0.14 7.89029 0.665640235470275 3.1333333333333333
1.17 3.48369 0.665640235470275 3.1333333333333333
3.49 4.64145 0.665640235470275 3.1333333333333333
3.51 8.50441 0.665640235470275 3.1333333333333333
2.28 5.16387 0.665640235470275 3.1333333333333333
2.33 9.89604 0.665640235470275 3.1333333333333333
5.02 11.204 0.665640235470275 3.1333333333333333
1.05 11.783 0.665640235470275 3.1333333333333333
2.81 7.12358 0.665640235470275 3.1333333333333333
3.33 8.24531 0.665640235470275 3.1333333333333333
4.62 20.2368 0.665640235470275 3.1333333333333333
5.16 21.0972 0.665640235470275 3.1333333333333333
2.01 11.504 0.665640235470275 3.1333333333333333
3.76 14.3433 0.665640235470275 3.1333333333333333
5.32 17.3553 0.665640235470275 3.1333333333333333
4.17 7.88959 0.665640235470275 3.1333333333333333
5.86 16.671 0.665640235470275 3.1333333333333333
8.42 23.7598 0.665640235470275 3.1333333333333333
9.34 15.8003 0.665640235470275 3.1333333333333333
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0
