Gamma_Counts "Np Column Density (cm^-2)" "Gamma error" "Np Error"
9.93927 4.6 3.152660780991193 0.4789954829247436
7.40057 4.9 2.720398867813321 0.4789954829247436
8.78924 5.44 2.9646652424852284 0.4789954829247436
8.27818 4.43 2.877182649746102 0.4789954829247436
5.13508 5.04 2.2660714904874473 0.4789954829247436
10.5491 6.2 3.2479378072863403 0.4789954829247436
8.49431 4.25 2.9144999571109964 0.4789954829247436
8.91021 4.68 2.9849974874361282 0.4789954829247436
13.8609 5.95 3.7230229652796933 0.4789954829247436
