99566.2960193  1.00688938816e-13
780855.798124  2.63833799435e-13
4036746.32721  6.212886735e-13
20393357.93  1.38665181049e-12
118358784.524  3.44485821894e-12
597859543.507  8.1123444021e-12
3020616042.81  1.74697358976e-11
9173225193.48  2.87862840021e-11
54489810489.4  7.02442044217e-11
269155771705  1.19892303274e-10
539145379304  1.38218671839e-10
695613171719  1.40669995462e-10
918733061160  1.30914918593e-10
1.71790345287e+12  1.15423813003e-10
3.86846089756e+12  8.20920960292e-11
9.56009556254e+12  5.15098260823e-11
2.1052853099e+13  2.60816327327e-11
3.76409652899e+13  1.25194899239e-11
