99566.2960193  1.00688938816e-13
780855.798124  2.63833799435e-13
4036746.32721  6.212886735e-13
20393357.93  1.38665181049e-12
118358784.524  3.44485821894e-12
597859543.507  8.1123444021e-12
3020616042.81  1.74697358976e-11
9173225193.48  2.87862840021e-11
18368256836.3  3.82910368811e-11
53289801563.5  4.91227021558e-11
101920482133  5.46446539034e-11
364607004557  4.72879287867e-11
682009960572  3.61343677553e-11
1.40067174581e+12  2.03705757217e-11
2.33509704061e+12  1.16939536819e-11
3.89412836188e+12  5.92311738751e-12
5.3934131851e+12  3.46235508517e-12
8.79269457768e+12  1.44057359139e-12
9.88415889709e+12  9.04759138214e-13
1.43531385905e+13  3.56825511693e-13
1.65145077926e+13  2.16225731968e-13
1.99186531664e+13  9.49573448766e-14
2.2920168233e+13  5.55195598117e-14
