6137347.62741  6.75751835539e-13	65686.1996969  5.51789100134e-15
47608792.1775  1.98551119644e-12	509542.691753  1.62128074061e-14
715811213.507  7.45315967438e-12	7661113.75306  6.08592097513e-14
7023046297.76  2.29986385396e-11	75165568.1902  1.87796723541e-13
34807056599.2  5.03648633053e-11	372529537.095  4.11257226988e-13
232630642295  1.15832328625e-10	2489776325.72  9.45835631031e-13
1.2046031006e+12  1.57972525148e-10	12892507419.4  1.28993386201e-12
8.60726987818e+12  1.12110267824e-10	92121040290.8  9.15442926604e-13
4.10199880999e+13  5.28937374676e-11	439024688428  4.31906896364e-13
