1.43301257024  1.96355839321e-12
3.74855283376  2.85432556622e-12
8.38099254886  3.69465006185e-12
28.8554115446  4.84535815474e-12
62.0316932935  4.8470876038e-12
113.977251981  4.54597815367e-12
432.876128108  2.45087456583e-12
628.485778085  1.87022723159e-12
3748.55283376  1.93854348384e-13
8218.12470774  4.29515967575e-14
13422.7316908  1.21544412184e-14
581038012.296  2.57885402161e-14
1088759150.78  6.60714751515e-14
2206734069.08  1.60781386338e-13
4933803152.98  4.11963537533e-13
12906112740.7  9.52249672682e-13
38731844699.1  1.91038950826e-12
152988607219  3.36973087326e-12
666597432172  4.89957292972e-12
2.96203993223e+12  4.14687344869e-12
8.88921962426e+12  2.06916333361e-12
1.7666848748e+13  8.29209888749e-13
5.51413345351e+13  3.442271432e-14
