1.20016774653e-07  2.04386229792e-16
4.41265747715e-07  5.99448280338e-16
1.74791095859e-06  1.97705689647e-15
8.98282468826e-06  7.92965073061e-15
8.98247054598e-06  7.77609367117e-15
7.77092517193e-05  4.79641120593e-14
0.000430137505521  1.88656005943e-13
0.00320447678247  7.27746174701e-13
0.0287296000481  2.17728622685e-12
0.727667733974  3.35173992737e-12
18.4217629842  4.08050765222e-12
755.442428159  3.92938513847e-12
22146.7948137  1.9082763318e-12
152270.989294  3.84202135442e-13
343382.513013  5.65481516624e-14
596731.602231  6.2064996509e-15
800584.869258  1.24882965457e-15
1034307.89882  1.87398057606e-16
