1.2734924643  8.46527424564e-12
6.56936713783  5.48839304119e-12
26.6549837093  3.23843795685e-12
95.9173509652  1.93702955138e-12
405.070648073  1.02596997436e-12
1292.74657578  6.30528876027e-13
7224.33659726  2.69050984443e-13
31125.8289772  1.26208942971e-13
82965.8464326  6.50975966692e-14
234825.813947  2.97358220322e-14
454458.854172  1.61930272157e-14
85922265.699  1.70036553158e-14
162991552.993  4.93357091776e-14
321812705.202  1.45085116103e-13
574902896.512  3.53260863632e-13
1254525122.72  1.05286807949e-12
2578078649.21  2.36391019645e-12
6094505178.44  5.30674951496e-12
14995448156  8.50207354579e-12
64607420827.8  8.48995525622e-12
283984550525  5.88944451652e-12
853511286926  4.03222837349e-12
2.95086480164e+12  1.79248903616e-12
9.8019085083e+12  7.05749356838e-13
2.51021173087e+13  2.97338853969e-13
5.36915405666e+13  1.34037426745e-13
