1.2734924643  5.93395375364e-10
5.48680257542  2.06868064587e-10
7.86552532159  1.36113149674e-10
16.4905024537  7.11764155103e-11
26.1269711609  4.37727106924e-11
59.3406969856  1.97311502257e-11
85.06698543  1.31588643685e-11
167.95739535  6.51992194987e-12
240.772859587  4.58929425167e-12
546.853640826  2.06868738256e-12
832.429714084  1.27226964621e-12
1780.50453725  5.97216378132e-13
2765.08767617  3.67288663579e-13
5039.52463782  1.89514994854e-13
7826.2802359  1.10428682989e-13
15452.3125165  5.47149338995e-14
23055.8211089  3.55169909744e-14
50311.2907962  1.39896982681e-14
8780498.8225  4.15172340527e-14
13911513.0153  1.08155563984e-13
23877396.2107  2.8943705288e-13
40170774.9534  7.33888993261e-13
66243626.2938  1.83592836538e-12
120732658.745  4.84703505701e-12
207222717.274  1.22897747181e-11
385307431.975  3.07410265007e-11
702244024.053  7.48484040136e-11
1472292863.9  1.8720009875e-10
3411513857.81  4.37613084858e-10
11332049740.3  8.35278219925e-10
39970342631.3  6.5437667126e-10
127561756981  3.28478926468e-10
423722791498  1.91259656188e-10
1.15225765422e+12  8.16692299713e-11
1.97770814119e+12  3.17448366706e-11
3.2613400955e+12  1.26772032841e-11
5.71081438632e+12  4.9944650674e-12
9.60774104051e+12  1.96775704861e-12
1.68237669631e+13  7.64852388362e-13
2.56094180918e+13  3.09614507802e-13
4.39554074263e+13  1.20347185647e-13
