Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
3.892e+22 0.000273 6.603890082898384e+20 1.8200000000000002e-05
3.7239999999999994e+22 0.000254 6.603890082898384e+20 1.6933333333333333e-05
3.808e+22 0.000182 6.603890082898384e+20 1.2133333333333335e-05
2.968e+22 0.000121 6.603890082898384e+20 8.066666666666667e-06
3.4999999999999994e+22 8.58e-05 6.603890082898384e+20 5.72e-06
2.9960000000000002e+22 8.26e-05 6.603890082898384e+20 5.506666666666667e-06
2.7636e+22 8.2e-05 6.603890082898384e+20 5.466666666666667e-06
3.1639999999999994e+22 8.76e-05 6.603890082898384e+20 5.840000000000001e-06
2.9960000000000002e+22 9.51e-05 6.603890082898384e+20 6.34e-06
2.3435999999999997e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
2.3492e+22 8.89e-05 6.603890082898384e+20 5.926666666666668e-06
2.2903999999999998e+22 6.02e-05 6.603890082898384e+20 4.013333333333334e-06
2.3184e+22 3.97e-05 6.603890082898384e+20 2.6466666666666666e-06
2.5984e+22 0.000216 6.603890082898384e+20 1.44e-05
2.3296e+22 0.000206 6.603890082898384e+20 1.3733333333333333e-05
3.6119999999999994e+22 0.000164 6.603890082898384e+20 1.0933333333333334e-05
4.0879999999999996e+22 0.000117 6.603890082898384e+20 7.8e-06
4.48e+22 8.11e-05 6.603890082898384e+20 5.406666666666667e-06
3.4440000000000002e+22 8.63e-05 6.603890082898384e+20 5.753333333333334e-06
2.0215999999999998e+22 8.85e-05 6.603890082898384e+20 5.9e-06
2.6824000000000002e+22 9.5e-05 6.603890082898384e+20 6.333333333333333e-06
2.4136e+22 0.000111 6.603890082898384e+20 7.4e-06
2.6011999999999997e+22 0.000108 6.603890082898384e+20 7.2e-06
2.5984e+22 8.45e-05 6.603890082898384e+20 5.633333333333333e-06
2.6907999999999997e+22 5.29e-05 6.603890082898384e+20 3.5266666666666666e-06
2.2064e+22 3.17e-05 6.603890082898384e+20 2.1133333333333336e-06
2.856e+22 0.000155 6.603890082898384e+20 1.0333333333333333e-05
2.968e+22 0.000158 6.603890082898384e+20 1.0533333333333335e-05
3.1080000000000002e+22 0.000141 6.603890082898384e+20 9.400000000000001e-06
3.6959999999999996e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
3.192e+22 9.05e-05 6.603890082898384e+20 6.033333333333335e-06
3.6959999999999996e+22 8.62e-05 6.603890082898384e+20 5.746666666666667e-06
3.835999999999999e+22 9.61e-05 6.603890082898384e+20 6.4066666666666674e-06
1.3776e+22 0.000106 6.603890082898384e+20 7.066666666666667e-06
2.968e+22 0.000109 6.603890082898384e+20 7.266666666666667e-06
1.0891999999999999e+22 0.000103 6.603890082898384e+20 6.8666666666666664e-06
2.968e+22 8.55e-05 6.603890082898384e+20 5.7000000000000005e-06
3.08e+22 6.07e-05 6.603890082898384e+20 4.046666666666667e-06
1.1284e+22 3.88e-05 6.603890082898384e+20 2.5866666666666667e-06
2.4836e+22 0.00014 6.603890082898384e+20 9.333333333333333e-06
2.674e+22 0.000141 6.603890082898384e+20 9.400000000000001e-06
3.1639999999999994e+22 0.000115 6.603890082898384e+20 7.666666666666667e-06
3.248e+22 9.08e-05 6.603890082898384e+20 6.053333333333333e-06
3.2200000000000002e+22 8.74e-05 6.603890082898384e+20 5.826666666666666e-06
3.78e+22 9.05e-05 6.603890082898384e+20 6.033333333333335e-06
3.3599999999999996e+22 0.000116 6.603890082898384e+20 7.733333333333334e-06
3.6959999999999996e+22 0.00012 6.603890082898384e+20 8e-06
2.8279999999999994e+22 0.000128 6.603890082898384e+20 8.533333333333334e-06
2.5143999999999998e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
2.352e+22 7.74e-05 6.603890082898384e+20 5.1600000000000006e-06
2.3408e+22 6.42e-05 6.603890082898384e+20 4.2800000000000005e-06
2.5172e+22 5.46e-05 6.603890082898384e+20 3.6400000000000003e-06
3.024e+22 0.000136 6.603890082898384e+20 9.066666666666667e-06
2.3184e+22 0.000132 6.603890082898384e+20 8.800000000000002e-06
2.52e+22 0.000109 6.603890082898384e+20 7.266666666666667e-06
3.024e+22 8.37e-05 6.603890082898384e+20 5.580000000000001e-06
3.4719999999999996e+22 8.99e-05 6.603890082898384e+20 5.993333333333333e-06
4.424e+22 0.000107 6.603890082898384e+20 7.133333333333334e-06
4.34e+22 0.000124 6.603890082898384e+20 8.266666666666668e-06
2.8279999999999994e+22 0.000126 6.603890082898384e+20 8.400000000000001e-06
2.0859999999999997e+22 0.000129 6.603890082898384e+20 8.6e-06
2.5367999999999998e+22 0.000102 6.603890082898384e+20 6.8e-06
2.0468e+22 7.61e-05 6.603890082898384e+20 5.073333333333334e-06
2.3547999999999997e+22 6.53e-05 6.603890082898384e+20 4.353333333333334e-06
3.3879999999999994e+22 6.48e-05 6.603890082898384e+20 4.32e-06
2.5704e+22 0.00012 6.603890082898384e+20 8e-06
2.744e+22 0.000125 6.603890082898384e+20 8.333333333333334e-06
2.1531999999999997e+22 0.000102 6.603890082898384e+20 6.8e-06
2.1896e+22 7.45e-05 6.603890082898384e+20 4.966666666666667e-06
2.8840000000000002e+22 7.53e-05 6.603890082898384e+20 5.02e-06
3.1639999999999994e+22 8.9e-05 6.603890082898384e+20 5.933333333333333e-06
3.3879999999999994e+22 0.00013 6.603890082898384e+20 8.666666666666666e-06
3.3599999999999996e+22 0.000143 6.603890082898384e+20 9.533333333333334e-06
3.947999999999999e+22 0.000138 6.603890082898384e+20 9.2e-06
2.7188e+22 0.000111 6.603890082898384e+20 7.4e-06
2.1392e+22 8.01e-05 6.603890082898384e+20 5.34e-06
3.2759999999999994e+22 5.23e-05 6.603890082898384e+20 3.4866666666666666e-06
1.9403999999999997e+22 4.41e-05 6.603890082898384e+20 2.9400000000000002e-06
3.6680000000000002e+22 0.000138 6.603890082898384e+20 9.2e-06
2.4276e+22 0.000131 6.603890082898384e+20 8.733333333333335e-06
2.1755999999999997e+22 0.0001 6.603890082898384e+20 6.6666666666666675e-06
3.808e+22 8.16e-05 6.603890082898384e+20 5.440000000000001e-06
3.0519999999999994e+22 7.3e-05 6.603890082898384e+20 4.866666666666667e-06
2.856e+22 9.8e-05 6.603890082898384e+20 6.533333333333334e-06
3.3879999999999994e+22 0.000129 6.603890082898384e+20 8.6e-06
4.032e+22 0.000156 6.603890082898384e+20 1.04e-05
4.2e+22 0.000162 6.603890082898384e+20 1.08e-05
3.5560000000000002e+22 0.000141 6.603890082898384e+20 9.400000000000001e-06
2.7691999999999997e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
2.7607999999999994e+22 6.23e-05 6.603890082898384e+20 4.153333333333333e-06
2.6600000000000002e+22 3.66e-05 6.603890082898384e+20 2.4400000000000004e-06
2.3995999999999997e+22 0.000185 6.603890082898384e+20 1.2333333333333334e-05
4.0879999999999996e+22 0.000141 6.603890082898384e+20 9.400000000000001e-06
