Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
2.912e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
3.5839999999999996e+22 8.03e-05 6.603890082898384e+20 5.353333333333334e-06
2.1672e+22 7.47e-05 6.603890082898384e+20 4.980000000000001e-06
3.136e+22 9.7e-05 6.603890082898384e+20 6.466666666666667e-06
2.9399999999999994e+22 0.000126 6.603890082898384e+20 8.400000000000001e-06
3.6680000000000002e+22 0.000163 6.603890082898384e+20 1.0866666666666667e-05
3.947999999999999e+22 0.000169 6.603890082898384e+20 1.1266666666666667e-05
4.452e+22 0.000149 6.603890082898384e+20 9.933333333333334e-06
3.976e+22 0.000109 6.603890082898384e+20 7.266666666666667e-06
2.6123999999999997e+22 6.11e-05 6.603890082898384e+20 4.073333333333333e-06
4.256e+22 2.95e-05 6.603890082898384e+20 1.9666666666666668e-06
3.4999999999999994e+22 0.000214 6.603890082898384e+20 1.4266666666666668e-05
3.3320000000000002e+22 0.000144 6.603890082898384e+20 9.600000000000001e-06
2.856e+22 0.000102 6.603890082898384e+20 6.8e-06
2.5451999999999997e+22 7.99e-05 6.603890082898384e+20 5.326666666666668e-06
2.73e+22 6.59e-05 6.603890082898384e+20 4.393333333333333e-06
2.912e+22 9.86e-05 6.603890082898384e+20 6.573333333333334e-06
3.304e+22 0.000115 6.603890082898384e+20 7.666666666666667e-06
4.059999999999999e+22 0.000147 6.603890082898384e+20 9.8e-06
5.012e+22 0.000159 6.603890082898384e+20 1.06e-05
4.592e+22 0.000136 6.603890082898384e+20 9.066666666666667e-06
3.4999999999999994e+22 9.14e-05 6.603890082898384e+20 6.093333333333334e-06
4.2e+22 6.2e-05 6.603890082898384e+20 4.133333333333334e-06
4.676e+22 3.09e-05 6.603890082898384e+20 2.06e-06
2.7412e+22 0.000217 6.603890082898384e+20 1.4466666666666667e-05
3.2200000000000002e+22 0.000149 6.603890082898384e+20 9.933333333333334e-06
2.7524e+22 0.000111 6.603890082898384e+20 7.4e-06
2.912e+22 9.26e-05 6.603890082898384e+20 6.173333333333334e-06
3.2200000000000002e+22 7.34e-05 6.603890082898384e+20 4.893333333333334e-06
3.976e+22 7.56e-05 6.603890082898384e+20 5.04e-06
4.564e+22 9.31e-05 6.603890082898384e+20 6.206666666666667e-06
5.096e+22 0.00012 6.603890082898384e+20 8e-06
3.835999999999999e+22 0.000144 6.603890082898384e+20 9.600000000000001e-06
4.0879999999999996e+22 0.000142 6.603890082898384e+20 9.466666666666667e-06
3.248e+22 8.6e-05 6.603890082898384e+20 5.733333333333334e-06
5.236e+22 4.83e-05 6.603890082898384e+20 3.22e-06
5.067999999999999e+22 2.46e-05 6.603890082898384e+20 1.6400000000000002e-06
3.0519999999999994e+22 0.000158 6.603890082898384e+20 1.0533333333333335e-05
3.6119999999999994e+22 0.00013 6.603890082898384e+20 8.666666666666666e-06
3.304e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
3.78e+22 9.69e-05 6.603890082898384e+20 6.46e-06
4.619999999999999e+22 7.55e-05 6.603890082898384e+20 5.033333333333334e-06
4.872e+22 7.29e-05 6.603890082898384e+20 4.86e-06
3.947999999999999e+22 7.9e-05 6.603890082898384e+20 5.266666666666667e-06
5.152e+22 8.84e-05 6.603890082898384e+20 5.893333333333333e-06
5.655999999999999e+22 0.000138 6.603890082898384e+20 9.2e-06
3.7519999999999996e+22 0.00015 6.603890082898384e+20 9.999999999999999e-06
2.856e+22 9.27e-05 6.603890082898384e+20 6.180000000000001e-06
4.452e+22 4.46e-05 6.603890082898384e+20 2.973333333333334e-06
5.376e+22 2.47e-05 6.603890082898384e+20 1.6466666666666666e-06
3.192e+22 0.000125 6.603890082898384e+20 8.333333333333334e-06
4.059999999999999e+22 0.000102 6.603890082898384e+20 6.8e-06
3.4440000000000002e+22 0.0001 6.603890082898384e+20 6.6666666666666675e-06
3.5839999999999996e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
4.816e+22 7.04e-05 6.603890082898384e+20 4.693333333333334e-06
5.179999999999999e+22 7.27e-05 6.603890082898384e+20 4.846666666666667e-06
3.947999999999999e+22 7.8e-05 6.603890082898384e+20 5.2e-06
4.48e+22 8.21e-05 6.603890082898384e+20 5.473333333333334e-06
4.0879999999999996e+22 0.000111 6.603890082898384e+20 7.4e-06
3.6399999999999996e+22 0.000129 6.603890082898384e+20 8.6e-06
3.6119999999999994e+22 7.84e-05 6.603890082898384e+20 5.226666666666666e-06
3.892e+22 3.7e-05 6.603890082898384e+20 2.4666666666666666e-06
5.179999999999999e+22 1.94e-05 6.603890082898384e+20 1.2933333333333334e-06
2.9960000000000002e+22 0.000114 6.603890082898384e+20 7.600000000000001e-06
3.7239999999999994e+22 9.69e-05 6.603890082898384e+20 6.46e-06
2.7272000000000002e+22 9.39e-05 6.603890082898384e+20 6.260000000000001e-06
3.835999999999999e+22 9.26e-05 6.603890082898384e+20 6.173333333333334e-06
4.9839999999999996e+22 6.75e-05 6.603890082898384e+20 4.5e-06
5.264e+22 6.28e-05 6.603890082898384e+20 4.186666666666667e-06
4.704e+22 6.55e-05 6.603890082898384e+20 4.3666666666666675e-06
4.059999999999999e+22 8.11e-05 6.603890082898384e+20 5.406666666666667e-06
5.152e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
3.3879999999999994e+22 9.71e-05 6.603890082898384e+20 6.473333333333334e-06
4.171999999999999e+22 6.18e-05 6.603890082898384e+20 4.12e-06
2.968e+22 3.56e-05 6.603890082898384e+20 2.373333333333333e-06
4.452e+22 2.4e-05 6.603890082898384e+20 1.6000000000000001e-06
