Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
1.2992e+22 4.04e-05 6.603890082898384e+20 2.6933333333333335e-06
2.1028e+22 4.39e-05 6.603890082898384e+20 2.926666666666667e-06
1.7835999999999997e+22 5.23e-05 6.603890082898384e+20 3.4866666666666666e-06
2.058e+22 4.42e-05 6.603890082898384e+20 2.9466666666666667e-06
2.8279999999999994e+22 5.68e-05 6.603890082898384e+20 3.7866666666666667e-06
1.0948e+22 4.18e-05 6.603890082898384e+20 2.7866666666666665e-06
2.5256e+22 6.11e-05 6.603890082898384e+20 4.073333333333333e-06
1.2488e+22 7.1e-05 6.603890082898384e+20 4.7333333333333335e-06
6.384e+21 4.37e-05 6.603890082898384e+20 2.913333333333333e-06
1.9936e+22 7.5e-05 6.603890082898384e+20 4.9999999999999996e-06
1.8591999999999998e+22 7.95e-05 6.603890082898384e+20 5.3e-06
2.24e+22 3.66e-05 6.603890082898384e+20 2.4400000000000004e-06
1.946e+22 4.93e-05 6.603890082898384e+20 3.286666666666667e-06
1.8087999999999998e+22 3.48e-05 6.603890082898384e+20 2.3200000000000002e-06
1.2852e+22 3.25e-05 6.603890082898384e+20 2.1666666666666665e-06
2.3575999999999998e+22 3.6e-05 6.603890082898384e+20 2.4000000000000003e-06
1.9264e+22 3.5e-05 6.603890082898384e+20 2.333333333333333e-06
1.5707999999999997e+22 4.8e-05 6.603890082898384e+20 3.2000000000000003e-06
1.6155999999999997e+22 3.34e-05 6.603890082898384e+20 2.226666666666667e-06
1.8984e+22 4.58e-05 6.603890082898384e+20 3.0533333333333335e-06
7.42e+21 5.56e-05 6.603890082898384e+20 3.7066666666666675e-06
2.1755999999999997e+22 3.9e-05 6.603890082898384e+20 2.6e-06
2.0692e+22 4.96e-05 6.603890082898384e+20 3.3066666666666666e-06
1.8116000000000001e+22 5.67e-05 6.603890082898384e+20 3.7800000000000007e-06
1.6491999999999997e+22 4.27e-05 6.603890082898384e+20 2.8466666666666672e-06
1.7668000000000001e+22 3.17e-05 6.603890082898384e+20 2.1133333333333336e-06
1.26e+22 2.72e-05 6.603890082898384e+20 1.8133333333333335e-06
2.2372e+22 3.12e-05 6.603890082898384e+20 2.08e-06
2.1195999999999997e+22 3.15e-05 6.603890082898384e+20 2.1000000000000002e-06
1.9712e+22 2.57e-05 6.603890082898384e+20 1.7133333333333336e-06
1.7780000000000001e+22 2.83e-05 6.603890082898384e+20 1.8866666666666667e-06
7.868e+21 2.41e-05 6.603890082898384e+20 1.6066666666666668e-06
1.8591999999999998e+22 3.69e-05 6.603890082898384e+20 2.46e-06
3.556e+21 4.41e-05 6.603890082898384e+20 2.9400000000000002e-06
4.6479999999999995e+21 3.22e-05 6.603890082898384e+20 2.1466666666666663e-06
1.5035999999999997e+22 3.73e-05 6.603890082898384e+20 2.4866666666666664e-06
9.464e+21 3.17e-05 6.603890082898384e+20 2.1133333333333336e-06
1.0331999999999999e+22 4.71e-05 6.603890082898384e+20 3.1400000000000004e-06
2.1307999999999997e+22 4.04e-05 6.603890082898384e+20 2.6933333333333335e-06
7.448e+21 2.98e-05 6.603890082898384e+20 1.986666666666667e-06
1.7751999999999998e+22 3.33e-05 6.603890082898384e+20 2.2200000000000003e-06
1.8452000000000001e+22 3.61e-05 6.603890082898384e+20 2.406666666666667e-06
2.3575999999999998e+22 3.34e-05 6.603890082898384e+20 2.226666666666667e-06
2.0215999999999998e+22 2.69e-05 6.603890082898384e+20 1.7933333333333335e-06
