Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
4.48e+22 1.49e-06 6.603890082898384e+20 9.933333333333334e-08
3.5839999999999996e+22 2.21e-06 6.603890082898384e+20 1.4733333333333333e-07
4.676e+22 1.23e-06 6.603890082898384e+20 8.2e-08
3.5279999999999996e+22 9.84e-07 6.603890082898384e+20 6.56e-08
3.8639999999999996e+22 3.99e-07 6.603890082898384e+20 2.6600000000000003e-08
4.171999999999999e+22 4.93e-07 6.603890082898384e+20 3.286666666666666e-08
3.976e+22 5.99e-12 6.603890082898384e+20 3.9933333333333337e-13
3.8639999999999996e+22 2.53e-08 6.603890082898384e+20 1.6866666666666668e-09
3.7239999999999994e+22 1.3e-06 6.603890082898384e+20 8.666666666666666e-08
4.171999999999999e+22 2.47e-06 6.603890082898384e+20 1.6466666666666669e-07
2.8840000000000002e+22 3.02e-05 6.603890082898384e+20 2.0133333333333333e-06
3.304e+22 3.52e-05 6.603890082898384e+20 2.346666666666667e-06
3.4999999999999994e+22 2.2e-05 6.603890082898384e+20 1.4666666666666667e-06
3.248e+22 2.07e-05 6.603890082898384e+20 1.3800000000000001e-06
3.4999999999999994e+22 1.12e-05 6.603890082898384e+20 7.466666666666667e-07
3.0519999999999994e+22 9e-06 6.603890082898384e+20 6.000000000000001e-07
3.5560000000000002e+22 2.69e-10 6.603890082898384e+20 1.7933333333333335e-11
3.4719999999999996e+22 2.97e-10 6.603890082898384e+20 1.9800000000000002e-11
3.2759999999999994e+22 1.17e-06 6.603890082898384e+20 7.8e-08
2.4976e+22 2.44e-05 6.603890082898384e+20 1.6266666666666668e-06
4.48e+22 2.51e-05 6.603890082898384e+20 1.6733333333333333e-06
2.3912e+22 2.22e-05 6.603890082898384e+20 1.4800000000000002e-06
2.2792e+22 1.71e-05 6.603890082898384e+20 1.1399999999999999e-06
2.9960000000000002e+22 2.17e-05 6.603890082898384e+20 1.4466666666666667e-06
2.7944000000000002e+22 3.62e-05 6.603890082898384e+20 2.4133333333333332e-06
3.6959999999999996e+22 1.98e-05 6.603890082898384e+20 1.32e-06
2.968e+22 1.26e-05 6.603890082898384e+20 8.4e-07
4.872e+22 3.23e-05 6.603890082898384e+20 2.153333333333333e-06
3.4999999999999994e+22 7.03e-06 6.603890082898384e+20 4.6866666666666665e-07
3.4999999999999994e+22 2.8e-08 6.603890082898384e+20 1.866666666666667e-09
3.4440000000000002e+22 4.52e-10 6.603890082898384e+20 3.0133333333333335e-11
3.6959999999999996e+22 1.48e-06 6.603890082898384e+20 9.866666666666666e-08
3.4440000000000002e+22 2.57e-05 6.603890082898384e+20 1.7133333333333336e-06
3.835999999999999e+22 1.97e-05 6.603890082898384e+20 1.3133333333333334e-06
2.5928e+22 1.02e-05 6.603890082898384e+20 6.800000000000002e-07
4.424e+22 9.16e-06 6.603890082898384e+20 6.106666666666667e-07
3.3320000000000002e+22 1.83e-05 6.603890082898384e+20 1.2200000000000002e-06
2.6628e+22 1.68e-05 6.603890082898384e+20 1.12e-06
3.6119999999999994e+22 1.68e-05 6.603890082898384e+20 1.12e-06
4.256e+22 2.87e-05 6.603890082898384e+20 1.9133333333333334e-06
3.947999999999999e+22 2.14e-05 6.603890082898384e+20 1.4266666666666666e-06
2.8e+22 2.75e-06 6.603890082898384e+20 1.8333333333333333e-07
3.08e+22 1.29e-06 6.603890082898384e+20 8.6e-08
1.4980000000000001e+22 2.25e-05 6.603890082898384e+20 1.5e-06
2.6516e+22 2.67e-05 6.603890082898384e+20 1.78e-06
2.7803999999999997e+22 2.59e-05 6.603890082898384e+20 1.7266666666666667e-06
2.6852e+22 3.27e-05 6.603890082898384e+20 2.1800000000000003e-06
2.5899999999999997e+22 1.76e-05 6.603890082898384e+20 1.1733333333333335e-06
1.8171999999999997e+22 1.78e-05 6.603890082898384e+20 1.1866666666666666e-06
2.4192e+22 2.66e-05 6.603890082898384e+20 1.7733333333333332e-06
3.136e+22 2.88e-05 6.603890082898384e+20 1.92e-06
3.136e+22 3.33e-05 6.603890082898384e+20 2.2200000000000003e-06
4.424e+22 1.6e-05 6.603890082898384e+20 1.0666666666666667e-06
3.5839999999999996e+22 1.52e-05 6.603890082898384e+20 1.0133333333333333e-06
3.3879999999999994e+22 2.8e-05 6.603890082898384e+20 1.8666666666666669e-06
2.4052e+22 3.6e-05 6.603890082898384e+20 2.4000000000000003e-06
2.2596e+22 2.86e-05 6.603890082898384e+20 1.9066666666666667e-06
1.6660000000000001e+22 2.65e-05 6.603890082898384e+20 1.7666666666666668e-06
4.256e+22 2.2e-05 6.603890082898384e+20 1.4666666666666667e-06
2.5088e+22 1.73e-05 6.603890082898384e+20 1.1533333333333334e-06
3.2200000000000002e+22 3.69e-05 6.603890082898384e+20 2.46e-06
2.0187999999999997e+22 4.58e-05 6.603890082898384e+20 3.0533333333333335e-06
3.304e+22 3.16e-05 6.603890082898384e+20 2.1066666666666667e-06
2.7691999999999997e+22 3.3e-05 6.603890082898384e+20 2.2000000000000005e-06
