Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
3.6959999999999996e+22 3.55e-05 6.603890082898384e+20 2.3666666666666667e-06
2.7355999999999997e+22 2.06e-05 6.603890082898384e+20 1.3733333333333335e-06
3.4999999999999994e+22 1.77e-05 6.603890082898384e+20 1.18e-06
3.136e+22 8.29e-06 6.603890082898384e+20 5.526666666666667e-07
3.1639999999999994e+22 1.86e-05 6.603890082898384e+20 1.2400000000000002e-06
3.0519999999999994e+22 1.49e-05 6.603890082898384e+20 9.933333333333335e-07
2.3044e+22 2.01e-05 6.603890082898384e+20 1.34e-06
3.835999999999999e+22 3.11e-05 6.603890082898384e+20 2.073333333333333e-06
3.835999999999999e+22 3.11e-05 6.603890082898384e+20 2.073333333333333e-06
3.192e+22 3.13e-05 6.603890082898384e+20 2.086666666666667e-06
2.6123999999999997e+22 4.34e-05 6.603890082898384e+20 2.8933333333333333e-06
2.1476e+22 1.83e-05 6.603890082898384e+20 1.2200000000000002e-06
4.283999999999999e+22 2.95e-05 6.603890082898384e+20 1.9666666666666668e-06
3.3879999999999994e+22 3.88e-05 6.603890082898384e+20 2.5866666666666667e-06
3.5839999999999996e+22 5.22e-05 6.603890082898384e+20 3.4800000000000006e-06
2.3351999999999998e+22 3.87e-05 6.603890082898384e+20 2.5800000000000003e-06
3.2200000000000002e+22 1.79e-05 6.603890082898384e+20 1.1933333333333335e-06
3.3320000000000002e+22 3.33e-05 6.603890082898384e+20 2.2200000000000003e-06
3.4159999999999996e+22 2.27e-05 6.603890082898384e+20 1.5133333333333332e-06
1.9739999999999997e+22 2.69e-05 6.603890082898384e+20 1.7933333333333335e-06
2.744e+22 2.55e-05 6.603890082898384e+20 1.7e-06
3.0519999999999994e+22 3.37e-05 6.603890082898384e+20 2.2466666666666666e-06
2.9399999999999994e+22 4.05e-05 6.603890082898384e+20 2.7e-06
2.6011999999999997e+22 4.56e-05 6.603890082898384e+20 3.0399999999999997e-06
2.9960000000000002e+22 1.88e-05 6.603890082898384e+20 1.2533333333333333e-06
3.7519999999999996e+22 2e-05 6.603890082898384e+20 1.3333333333333336e-06
2.968e+22 3.31e-05 6.603890082898384e+20 2.2066666666666666e-06
2.3072e+22 2.47e-05 6.603890082898384e+20 1.6466666666666666e-06
8.791999999999999e+21 2.24e-05 6.603890082898384e+20 1.4933333333333334e-06
2.1028e+22 2.1e-05 6.603890082898384e+20 1.4e-06
3.4159999999999996e+22 3.12e-05 6.603890082898384e+20 2.08e-06
2.6011999999999997e+22 3.06e-05 6.603890082898384e+20 2.04e-06
2.2176e+22 3.63e-05 6.603890082898384e+20 2.42e-06
2.5732e+22 4.15e-05 6.603890082898384e+20 2.7666666666666667e-06
2.8840000000000002e+22 3.75e-05 6.603890082898384e+20 2.4999999999999998e-06
4.395999999999999e+22 3.57e-05 6.603890082898384e+20 2.38e-06
2.562e+22 4.18e-05 6.603890082898384e+20 2.7866666666666665e-06
2.9399999999999994e+22 2.78e-05 6.603890082898384e+20 1.8533333333333337e-06
2.968e+22 1.15e-05 6.603890082898384e+20 7.666666666666667e-07
3.6680000000000002e+22 2.96e-05 6.603890082898384e+20 1.9733333333333336e-06
2.8279999999999994e+22 1.97e-05 6.603890082898384e+20 1.3133333333333334e-06
3.947999999999999e+22 2.27e-05 6.603890082898384e+20 1.5133333333333332e-06
1.946e+22 2.68e-05 6.603890082898384e+20 1.7866666666666668e-06
2.0384e+22 4.26e-05 6.603890082898384e+20 2.84e-06
2.7188e+22 4.95e-05 6.603890082898384e+20 3.3e-06
2.3632e+22 4.5e-05 6.603890082898384e+20 3e-06
2.3995999999999997e+22 5.43e-05 6.603890082898384e+20 3.6200000000000005e-06
4.368e+22 5.05e-05 6.603890082898384e+20 3.3666666666666673e-06
2.856e+22 5.51e-05 6.603890082898384e+20 3.673333333333333e-06
3.5839999999999996e+22 5.7e-05 6.603890082898384e+20 3.8000000000000005e-06
3.2200000000000002e+22 3.37e-05 6.603890082898384e+20 2.2466666666666666e-06
2.8e+22 3.28e-05 6.603890082898384e+20 2.1866666666666668e-06
2.436e+22 4.73e-05 6.603890082898384e+20 3.1533333333333338e-06
2.352e+22 4.81e-05 6.603890082898384e+20 3.2066666666666663e-06
1.7583999999999998e+22 4.74e-05 6.603890082898384e+20 3.1600000000000002e-06
2.2231999999999998e+22 4.25e-05 6.603890082898384e+20 2.833333333333334e-06
2.1335999999999998e+22 5.34e-05 6.603890082898384e+20 3.56e-06
2.2148e+22 5.52e-05 6.603890082898384e+20 3.6800000000000003e-06
2.0692e+22 6.44e-05 6.603890082898384e+20 4.293333333333333e-06
3.5839999999999996e+22 7.02e-05 6.603890082898384e+20 4.68e-06
2.9960000000000002e+22 6.38e-05 6.603890082898384e+20 4.253333333333334e-06
3.6680000000000002e+22 7.9e-05 6.603890082898384e+20 5.266666666666667e-06
3.3320000000000002e+22 7.44e-05 6.603890082898384e+20 4.960000000000001e-06
3.7519999999999996e+22 5.05e-05 6.603890082898384e+20 3.3666666666666673e-06
2.296e+22 4.93e-05 6.603890082898384e+20 3.286666666666667e-06
2.9960000000000002e+22 5.21e-05 6.603890082898384e+20 3.4733333333333333e-06
1.946e+22 6.49e-05 6.603890082898384e+20 4.326666666666667e-06
2.4331999999999997e+22 7.91e-05 6.603890082898384e+20 5.273333333333333e-06
2.2427999999999997e+22 9.33e-05 6.603890082898384e+20 6.220000000000001e-06
2.0971999999999997e+22 8.79e-05 6.603890082898384e+20 5.860000000000001e-06
1.8676000000000001e+22 6.88e-05 6.603890082898384e+20 4.586666666666667e-06
2.0411999999999997e+22 6.89e-05 6.603890082898384e+20 4.593333333333333e-06
3.136e+22 8.49e-05 6.603890082898384e+20 5.66e-06
3.892e+22 8.43e-05 6.603890082898384e+20 5.62e-06
4.032e+22 8.04e-05 6.603890082898384e+20 5.36e-06
3.4999999999999994e+22 8.06e-05 6.603890082898384e+20 5.3733333333333324e-06
2.4304e+22 8.52e-05 6.603890082898384e+20 5.68e-06
1.9851999999999997e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
2.6935999999999994e+22 9.02e-05 6.603890082898384e+20 6.013333333333333e-06
1.8619999999999997e+22 9.54e-05 6.603890082898384e+20 6.36e-06
2.3856e+22 8.65e-05 6.603890082898384e+20 5.766666666666667e-06
2.1952e+22 0.000108 6.603890082898384e+20 7.2e-06
3.024e+22 0.000107 6.603890082898384e+20 7.133333333333334e-06
2.8840000000000002e+22 7.77e-05 6.603890082898384e+20 5.18e-06
2.912e+22 7.52e-05 6.603890082898384e+20 5.013333333333333e-06
2.4779999999999997e+22 6.76e-05 6.603890082898384e+20 4.506666666666667e-06
2.45e+22 7.17e-05 6.603890082898384e+20 4.78e-06
2.5367999999999998e+22 6.79e-05 6.603890082898384e+20 4.526666666666667e-06
2.912e+22 7.59e-05 6.603890082898384e+20 5.06e-06
