Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
1.3412000000000001e+22 1.83e-05 6.603890082898384e+20 1.2200000000000002e-06
1.7751999999999998e+22 -2.09e-07 6.603890082898384e+20 1.3933333333333334e-08
2.1672e+22 -5.62e-09 6.603890082898384e+20 3.7466666666666667e-10
3.3879999999999994e+22 1.12e-05 6.603890082898384e+20 7.466666666666667e-07
2.1195999999999997e+22 1.08e-05 6.603890082898384e+20 7.2e-07
3.2759999999999994e+22 8.54e-06 6.603890082898384e+20 5.693333333333333e-07
1.624e+22 8.79e-06 6.603890082898384e+20 5.860000000000001e-07
1.9376e+22 1.65e-05 6.603890082898384e+20 1.1000000000000003e-06
2.856e+22 1.59e-05 6.603890082898384e+20 1.06e-06
3.3879999999999994e+22 2.03e-05 6.603890082898384e+20 1.3533333333333334e-06
2.968e+22 2.4e-05 6.603890082898384e+20 1.6000000000000001e-06
2.0272e+22 1.9e-05 6.603890082898384e+20 1.2666666666666669e-06
1.4308000000000001e+22 3.02e-05 6.603890082898384e+20 2.0133333333333333e-06
2.1588e+22 -5.43e-06 6.603890082898384e+20 3.6200000000000004e-07
2.0328e+22 -7.6e-06 6.603890082898384e+20 5.066666666666667e-07
1.8815999999999998e+22 -4.6e-07 6.603890082898384e+20 3.066666666666667e-08
1.8395999999999997e+22 1.41e-05 6.603890082898384e+20 9.4e-07
2.184e+22 1.07e-05 6.603890082898384e+20 7.133333333333333e-07
1.9488e+22 1.14e-05 6.603890082898384e+20 7.599999999999999e-07
3.024e+22 1.25e-05 6.603890082898384e+20 8.333333333333334e-07
2.8840000000000002e+22 1.59e-05 6.603890082898384e+20 1.06e-06
2.6123999999999997e+22 1.58e-05 6.603890082898384e+20 1.0533333333333333e-06
1.7163999999999997e+22 1.88e-05 6.603890082898384e+20 1.2533333333333333e-06
2.1672e+22 6.93e-05 6.603890082898384e+20 4.620000000000001e-06
1.6436000000000001e+22 1.91e-05 6.603890082898384e+20 1.2733333333333334e-06
2.73e+22 1.42e-05 6.603890082898384e+20 9.466666666666667e-07
1.9656e+22 -1.8e-05 6.603890082898384e+20 1.2000000000000002e-06
7.924e+21 -4.8e-06 6.603890082898384e+20 3.1999999999999995e-07
1.3328e+22 -4e-06 6.603890082898384e+20 2.6666666666666667e-07
2.5872e+22 4.23e-05 6.603890082898384e+20 2.82e-06
3.136e+22 3.01e-05 6.603890082898384e+20 2.006666666666667e-06
2.6068e+22 1.72e-05 6.603890082898384e+20 1.1466666666666668e-06
2.5396e+22 2.49e-05 6.603890082898384e+20 1.66e-06
2.296e+22 2.53e-05 6.603890082898384e+20 1.6866666666666667e-06
1.5288e+22 2.33e-05 6.603890082898384e+20 1.5533333333333334e-06
2.688e+22 1.76e-05 6.603890082898384e+20 1.1733333333333335e-06
2.6263999999999998e+22 3.58e-06 6.603890082898384e+20 2.386666666666667e-07
2.394e+22 1.72e-05 6.603890082898384e+20 1.1466666666666668e-06
1.7275999999999997e+22 3.07e-05 6.603890082898384e+20 2.046666666666667e-06
2.2708e+22 2e-05 6.603890082898384e+20 1.3333333333333336e-06
8.679999999999999e+21 3.36e-05 6.603890082898384e+20 2.24e-06
2.45e+22 1.42e-05 6.603890082898384e+20 9.466666666666667e-07
3.2200000000000002e+22 4.44e-05 6.603890082898384e+20 2.9600000000000005e-06
2.296e+22 2.97e-05 6.603890082898384e+20 1.98e-06
3.3599999999999996e+22 2.99e-05 6.603890082898384e+20 1.9933333333333334e-06
2.856e+22 4.12e-05 6.603890082898384e+20 2.746666666666667e-06
2.6432e+22 3.91e-05 6.603890082898384e+20 2.606666666666667e-06
1.0304e+22 3.58e-05 6.603890082898384e+20 2.386666666666667e-06
2.1896e+22 2.74e-05 6.603890082898384e+20 1.8266666666666666e-06
1.8283999999999997e+22 2.71e-05 6.603890082898384e+20 1.8066666666666668e-06
1.7332000000000001e+22 3.21e-05 6.603890082898384e+20 2.1400000000000003e-06
3.1080000000000002e+22 4.63e-05 6.603890082898384e+20 3.086666666666667e-06
2.072e+22 5.32e-05 6.603890082898384e+20 3.5466666666666664e-06
2.4724e+22 7.03e-05 6.603890082898384e+20 4.686666666666667e-06
2.0075999999999997e+22 5.53e-05 6.603890082898384e+20 3.686666666666667e-06
3.4440000000000002e+22 5.05e-05 6.603890082898384e+20 3.3666666666666673e-06
2.2148e+22 4.52e-05 6.603890082898384e+20 3.0133333333333334e-06
1.9627999999999997e+22 5.59e-05 6.603890082898384e+20 3.7266666666666664e-06
3.4440000000000002e+22 5.97e-05 6.603890082898384e+20 3.98e-06
2.3184e+22 6.39e-05 6.603890082898384e+20 4.26e-06
2.7467999999999997e+22 6.52e-05 6.603890082898384e+20 4.346666666666667e-06
2.4779999999999997e+22 5.89e-05 6.603890082898384e+20 3.926666666666667e-06
2.1195999999999997e+22 6.11e-05 6.603890082898384e+20 4.073333333333333e-06
3.1080000000000002e+22 6.28e-05 6.603890082898384e+20 4.186666666666667e-06
3.6959999999999996e+22 7.54e-05 6.603890082898384e+20 5.026666666666667e-06
7.98e+21 8.04e-05 6.603890082898384e+20 5.36e-06
2.8840000000000002e+22 0.000106 6.603890082898384e+20 7.066666666666667e-06
2.0804e+22 9.75e-05 6.603890082898384e+20 6.5e-06
2.1867999999999997e+22 4.94e-05 6.603890082898384e+20 3.2933333333333333e-06
3.1639999999999994e+22 5.71e-05 6.603890082898384e+20 3.806666666666667e-06
2.6992e+22 6.68e-05 6.603890082898384e+20 4.453333333333334e-06
2.6964e+22 7.54e-05 6.603890082898384e+20 5.026666666666667e-06
2.0523999999999997e+22 7.93e-05 6.603890082898384e+20 5.286666666666667e-06
2.6516e+22 9.32e-05 6.603890082898384e+20 6.213333333333334e-06
2.6039999999999998e+22 8.63e-05 6.603890082898384e+20 5.753333333333334e-06
2.4976e+22 8.78e-05 6.603890082898384e+20 5.853333333333334e-06
2.3799999999999998e+22 9.19e-05 6.603890082898384e+20 6.126666666666667e-06
3.5560000000000002e+22 9.86e-05 6.603890082898384e+20 6.573333333333334e-06
1.9208e+22 0.00011 6.603890082898384e+20 7.333333333333334e-06
1.9376e+22 0.000139 6.603890082898384e+20 9.266666666666665e-06
2.5312e+22 0.000128 6.603890082898384e+20 8.533333333333334e-06
2.1531999999999997e+22 6.14e-05 6.603890082898384e+20 4.093333333333334e-06
3.1080000000000002e+22 5.78e-05 6.603890082898384e+20 3.8533333333333334e-06
2.3799999999999998e+22 7.43e-05 6.603890082898384e+20 4.953333333333334e-06
1.8283999999999997e+22 7.38e-05 6.603890082898384e+20 4.92e-06
2.968e+22 6.94e-05 6.603890082898384e+20 4.6266666666666675e-06
1.946e+22 8.18e-05 6.603890082898384e+20 5.453333333333333e-06
2.4023999999999998e+22 0.0001 6.603890082898384e+20 6.6666666666666675e-06
3.1639999999999994e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
1.9963999999999997e+22 9.32e-05 6.603890082898384e+20 6.213333333333334e-06
3.7519999999999996e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
2.5424e+22 0.000128 6.603890082898384e+20 8.533333333333334e-06
3.4440000000000002e+22 0.00015 6.603890082898384e+20 9.999999999999999e-06
2.7524e+22 0.000143 6.603890082898384e+20 9.533333333333334e-06
2.0916e+22 7.03e-05 6.603890082898384e+20 4.686666666666667e-06
2.6852e+22 6.16e-05 6.603890082898384e+20 4.1066666666666674e-06
3.6399999999999996e+22 7.43e-05 6.603890082898384e+20 4.953333333333334e-06
3.136e+22 6.59e-05 6.603890082898384e+20 4.393333333333333e-06
3.7239999999999994e+22 6.33e-05 6.603890082898384e+20 4.219999999999999e-06
2.4276e+22 8.82e-05 6.603890082898384e+20 5.8800000000000005e-06
1.9739999999999997e+22 0.000112 6.603890082898384e+20 7.4666666666666675e-06
3.024e+22 0.000118 6.603890082898384e+20 7.866666666666667e-06
3.3320000000000002e+22 9.91e-05 6.603890082898384e+20 6.606666666666666e-06
1.9264e+22 0.000113 6.603890082898384e+20 7.533333333333334e-06
2.7636e+22 0.000141 6.603890082898384e+20 9.400000000000001e-06
1.8815999999999998e+22 0.00017 6.603890082898384e+20 1.1333333333333336e-05
1.96e+22 0.000164 6.603890082898384e+20 1.0933333333333334e-05
3.947999999999999e+22 7.39e-05 6.603890082898384e+20 4.926666666666666e-06
3.5839999999999996e+22 6.8e-05 6.603890082898384e+20 4.533333333333334e-06
3.92e+22 8.08e-05 6.603890082898384e+20 5.386666666666667e-06
3.4159999999999996e+22 8.27e-05 6.603890082898384e+20 5.513333333333334e-06
3.3879999999999994e+22 8.1e-05 6.603890082898384e+20 5.4e-06
3.2759999999999994e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
1.7023999999999998e+22 0.000102 6.603890082898384e+20 6.8e-06
2.0104e+22 0.000106 6.603890082898384e+20 7.066666666666667e-06
2.1672e+22 0.000109 6.603890082898384e+20 7.266666666666667e-06
1.8367999999999998e+22 0.000116 6.603890082898384e+20 7.733333333333334e-06
3.4999999999999994e+22 0.000126 6.603890082898384e+20 8.400000000000001e-06
2.0944e+22 0.000165 6.603890082898384e+20 1.1000000000000001e-05
1.624e+22 0.000187 6.603890082898384e+20 1.2466666666666667e-05
3.248e+22 8.23e-05 6.603890082898384e+20 5.486666666666666e-06
4.5359999999999996e+22 9.73e-05 6.603890082898384e+20 6.486666666666667e-06
4.3119999999999996e+22 0.000101 6.603890082898384e+20 6.733333333333335e-06
3.3599999999999996e+22 8.8e-05 6.603890082898384e+20 5.866666666666667e-06
4.032e+22 9.31e-05 6.603890082898384e+20 6.206666666666667e-06
3.892e+22 0.000114 6.603890082898384e+20 7.600000000000001e-06
2.8840000000000002e+22 0.000115 6.603890082898384e+20 7.666666666666667e-06
3.136e+22 0.000118 6.603890082898384e+20 7.866666666666667e-06
3.08e+22 0.000127 6.603890082898384e+20 8.466666666666666e-06
3.192e+22 0.000126 6.603890082898384e+20 8.400000000000001e-06
1.9236e+22 0.000134 6.603890082898384e+20 8.933333333333333e-06
2.4836e+22 0.00016 6.603890082898384e+20 1.0666666666666669e-05
2.6544e+22 0.000172 6.603890082898384e+20 1.1466666666666668e-05
