Np_Col_Dens(cm^-2) Suzaku_Xrays(excess_counts) "Np error" "Suzaku Error"
1.8564000000000001e+22 3.1e-05 6.603890082898384e+20 2.066666666666667e-06
4.788e+22 0.000284 6.603890082898384e+20 1.8933333333333334e-05
2.856e+22 0.000296 6.603890082898384e+20 1.9733333333333333e-05
2.7412e+22 0.000256 6.603890082898384e+20 1.7066666666666667e-05
2.7831999999999994e+22 0.000239 6.603890082898384e+20 1.5933333333333336e-05
2.2987999999999997e+22 0.000235 6.603890082898384e+20 1.5666666666666667e-05
2.4919999999999998e+22 0.000237 6.603890082898384e+20 1.58e-05
2.7131999999999997e+22 0.000229 6.603890082898384e+20 1.5266666666666667e-05
2.4864e+22 0.000206 6.603890082898384e+20 1.3733333333333333e-05
4.5359999999999996e+22 0.000188 6.603890082898384e+20 1.2533333333333332e-05
3.248e+22 0.000159 6.603890082898384e+20 1.06e-05
3.976e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
2.9399999999999994e+22 5.6e-05 6.603890082898384e+20 3.7333333333333337e-06
2.4864e+22 2.76e-05 6.603890082898384e+20 1.8400000000000002e-06
3.835999999999999e+22 0.000258 6.603890082898384e+20 1.72e-05
3.7239999999999994e+22 0.000281 6.603890082898384e+20 1.8733333333333336e-05
3.1080000000000002e+22 0.00025 6.603890082898384e+20 1.6666666666666667e-05
3.4719999999999996e+22 0.000208 6.603890082898384e+20 1.3866666666666667e-05
2.3604e+22 0.000196 6.603890082898384e+20 1.3066666666666668e-05
2.0804e+22 0.000203 6.603890082898384e+20 1.3533333333333335e-05
1.8171999999999997e+22 0.000196 6.603890082898384e+20 1.3066666666666668e-05
2.0272e+22 0.000192 6.603890082898384e+20 1.2800000000000001e-05
3.4440000000000002e+22 0.000199 6.603890082898384e+20 1.3266666666666668e-05
2.1531999999999997e+22 0.00017 6.603890082898384e+20 1.1333333333333336e-05
3.6680000000000002e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
2.9399999999999994e+22 7.27e-05 6.603890082898384e+20 4.846666666666667e-06
2.968e+22 5.23e-05 6.603890082898384e+20 3.4866666666666666e-06
4.228e+22 0.000225 6.603890082898384e+20 1.5e-05
3.6959999999999996e+22 0.000258 6.603890082898384e+20 1.72e-05
2.7467999999999997e+22 0.000224 6.603890082898384e+20 1.4933333333333335e-05
1.8759999999999998e+22 0.000177 6.603890082898384e+20 1.18e-05
1.5652000000000001e+22 0.000152 6.603890082898384e+20 1.0133333333333335e-05
2.1952e+22 0.000156 6.603890082898384e+20 1.04e-05
2.5143999999999998e+22 0.000154 6.603890082898384e+20 1.0266666666666668e-05
2.1e+22 0.00016 6.603890082898384e+20 1.0666666666666669e-05
2.4052e+22 0.000157 6.603890082898384e+20 1.0466666666666666e-05
2.4416e+22 0.000147 6.603890082898384e+20 9.8e-06
2.0887999999999998e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
1.4251999999999997e+22 7.52e-05 6.603890082898384e+20 5.013333333333333e-06
1.4251999999999997e+22 6.21e-05 6.603890082898384e+20 4.14e-06
3.835999999999999e+22 0.000219 6.603890082898384e+20 1.4600000000000003e-05
3.136e+22 0.000234 6.603890082898384e+20 1.56e-05
3.0519999999999994e+22 0.000209 6.603890082898384e+20 1.3933333333333336e-05
2.7636e+22 0.000149 6.603890082898384e+20 9.933333333333334e-06
2.5256e+22 0.000127 6.603890082898384e+20 8.466666666666666e-06
2.968e+22 0.00012 6.603890082898384e+20 8e-06
3.3599999999999996e+22 0.000116 6.603890082898384e+20 7.733333333333334e-06
3.1639999999999994e+22 0.000118 6.603890082898384e+20 7.866666666666667e-06
2.3604e+22 0.000122 6.603890082898384e+20 8.133333333333334e-06
3.2200000000000002e+22 0.000128 6.603890082898384e+20 8.533333333333334e-06
2.226e+22 8.7e-05 6.603890082898384e+20 5.7999999999999995e-06
2.4136e+22 7.23e-05 6.603890082898384e+20 4.8200000000000004e-06
1.9851999999999997e+22 8.53e-05 6.603890082898384e+20 5.686666666666667e-06
3.2200000000000002e+22 0.000238 6.603890082898384e+20 1.586666666666667e-05
4.0879999999999996e+22 0.000239 6.603890082898384e+20 1.5933333333333336e-05
2.7328e+22 0.000196 6.603890082898384e+20 1.3066666666666668e-05
2.6487999999999994e+22 0.000135 6.603890082898384e+20 9e-06
2.8279999999999994e+22 0.000111 6.603890082898384e+20 7.4e-06
2.2596e+22 9.56e-05 6.603890082898384e+20 6.373333333333335e-06
3.3320000000000002e+22 9.49e-05 6.603890082898384e+20 6.326666666666667e-06
3.304e+22 9.92e-05 6.603890082898384e+20 6.613333333333333e-06
3.248e+22 0.000102 6.603890082898384e+20 6.8e-06
1.4952e+22 0.000104 6.603890082898384e+20 6.933333333333334e-06
2.5899999999999997e+22 9.22e-05 6.603890082898384e+20 6.146666666666667e-06
2.0887999999999998e+22 9.25e-05 6.603890082898384e+20 6.166666666666667e-06
2.2763999999999997e+22 8.04e-05 6.603890082898384e+20 5.36e-06
3.3879999999999994e+22 0.00026 6.603890082898384e+20 1.7333333333333332e-05
3.1080000000000002e+22 0.000248 6.603890082898384e+20 1.6533333333333337e-05
3.5279999999999996e+22 0.000194 6.603890082898384e+20 1.2933333333333334e-05
3.4159999999999996e+22 0.000126 6.603890082898384e+20 8.400000000000001e-06
4.116e+22 9.14e-05 6.603890082898384e+20 6.093333333333334e-06
2.912e+22 8.45e-05 6.603890082898384e+20 5.633333333333333e-06
3.7239999999999994e+22 8.23e-05 6.603890082898384e+20 5.486666666666666e-06
2.1979999999999997e+22 8.56e-05 6.603890082898384e+20 5.7066666666666665e-06
3.5560000000000002e+22 8.43e-05 6.603890082898384e+20 5.62e-06
2.4136e+22 8.65e-05 6.603890082898384e+20 5.766666666666667e-06
2.688e+22 8.18e-05 6.603890082898384e+20 5.453333333333333e-06
2.072e+22 6.81e-05 6.603890082898384e+20 4.540000000000001e-06
1.9152e+22 4.92e-05 6.603890082898384e+20 3.2800000000000004e-06
