5.50444790034  1.79309089577e-13	0.0877113933566  2.37995918168e-15
9.16487887883  4.42112853422e-13	0.146039041691  5.86813834881e-15
15.2594785861  1.21219778758e-12	0.243154291387  1.60894311681e-14
24.610154952  2.83432447956e-12	0.392153949068  3.76198249898e-14
39.690722284  6.62713241825e-12	0.632457354105  8.79615455311e-14
62.0048049916  2.18805198946e-11	0.988024219519  2.9041887584e-13
85.2723925853  4.72445356714e-11	1.35878484163  6.27073991175e-13
